Product_Collection,Vertical_Segment,Processor_Number,Status,Launch_Date,Lithography,Recommended_Customer_Price,nb_of_Cores,nb_of_Threads,Processor_Base_Frequency,Max_Turbo_Frequency,Cache,Bus_Speed,TDP,Embedded_Options_Available,Conflict_Free,Max_Memory_Size,Memory_Types,Max_nb_of_Memory_Channels,Max_Memory_Bandwidth,ECC_Memory_Supported,Processor_Graphics_,Graphics_Base_Frequency,Graphics_Max_Dynamic_Frequency,Graphics_Video_Max_Memory,Graphics_Output,Support_4k,Max_Resolution_HDMI,Max_Resolution_DP,Max_Resolution_eDP_Integrated_Flat_Panel,DirectX_Support,OpenGL_Support,PCI_Express_Revision,PCI_Express_Configurations_,Max_nb_of_PCI_Express_Lanes,T,Intel_Hyper_Threading_Technology_,Intel_Virtualization_Technology_VTx_,Intel_64_,Instruction_Set,Instruction_Set_Extensions,Idle_States,Thermal_Monitoring_Technologies,Secure_Key,Execute_Disable_Bit
7th Generation Intel® Core™ i3 Processors,Desktop,i3-7100,Launched,Q1'17,14 nm,$117.00 ,2,4,3.90 GHz,,3 MB SmartCache,8 GT/s DMI3,51 W,No,Yes,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,,No,,350 MHz,1.10 GHz,64 GB,,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
7th Generation Intel® Core™ i3 Processors,Embedded,i3-7100E,Launched,Q1'17,14 nm,$225.00 ,2,4,2.90 GHz,,3 MB,,35 W,Yes,Yes,64 GB,DDR4-2400,2,34.1 GB/s,Yes,,350 MHz,950 MHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x16,2x8,1x8+2x4",16,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,,Yes
7th Generation Intel® Core™ i3 Processors,Desktop,i3-7100T,Launched,Q1'17,14 nm,$117.00 ,2,4,3.40 GHz,,3 MB SmartCache,8 GT/s DMI3,35 W,No,Yes,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,,No,,350 MHz,1.10 GHz,64 GB,,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,92°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
7th Generation Intel® Core™ i3 Processors,Desktop,i3-7101TE,Launched,Q1'17,14 nm,$117.00 ,2,4,3.40 GHz,,3 MB SmartCache,8 GT/s DMI3,35 W,Yes,Yes,64 GB,"DDR3L-1600, DDR4-2400",2,34.1 GB/s,Yes,,350 MHz,1.10 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x16,2x8,1x8+2x4",16,88°C,Yes,Yes,Yes,64-bit,"AVX, SSE4.1, SSE4.2",Yes,Yes,,Yes
7th Generation Intel® Core™ i3 Processors,Desktop,i3-7101E,Launched,Q1'17,14 nm,$117.00 ,2,4,3.90 GHz,,3 MB SmartCache,,54 W,Yes,Yes,64 GB,"DDR3L-1600, DDR4-2400",2,34.1 GB/s,Yes,,350 MHz,1.10 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x16,2x8,1x8+2x4",16,100°C,Yes,Yes,Yes,64-bit,"AVX, SSE4.1, SSE4.2",Yes,Yes,,Yes
7th Generation Intel® Core™ i3 Processors,Embedded,i3-7102E,Launched,Q1'17,14 nm,$225.00 ,2,4,2.10 GHz,,3 MB,,25 W,Yes,Yes,64 GB,DDR4-2400,2,34.1 GB/s,Yes,,350 MHz,950 MHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x16,2x8,1x8+2x4",16,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,,Yes
7th Generation Intel® Core™ i3 Processors,Mobile,i3-7130U,Launched,Q2'17,14 nm,N/A,2,4,2.70 GHz,,3 MB SmartCache,4 GT/s OPI,15 W,,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,1.00 GHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
7th Generation Intel® Core™ i3 Processors,Desktop,i3-7300T,Launched,Q1'17,14 nm,$138.00 - $147.00,2,4,3.50 GHz,,4 MB SmartCache,8 GT/s DMI3,35 W,No,Yes,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,,No,,350 MHz,1.10 GHz,64 GB,,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,92°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
7th Generation Intel® Core™ i3 Processors,Desktop,i3-7300,Launched,Q1'17,14 nm,$138.00 - $147.00,2,4,4.00 GHz,,4 MB SmartCache,8 GT/s DMI3,51 W,No,Yes,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,,No,,350 MHz,1.15 GHz,64 GB,,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
7th Generation Intel® Core™ i3 Processors,Desktop,i3-7320,Launched,Q1'17,14 nm,$149.00 - $157.00,2,4,4.10 GHz,,4 MB SmartCache,8 GT/s DMI3,51 W,No,Yes,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,,No,,350 MHz,1.15 GHz,64 GB,,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
7th Generation Intel® Core™ i3 Processors,Desktop,i3-7350K,Launched,Q1'17,14 nm,$168.00 - $179.00,2,4,4.20 GHz,,4 MB SmartCache,8 GT/s DMI3,60 W,No,Yes,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,,No,,350 MHz,1.15 GHz,64 GB,,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
7th Generation Intel® Core™ m Processors,Mobile,M3-7Y32,Launched,Q2'17,14 nm,$281.00 ,2,4,1.10 GHz,3.00 GHz,4 MB SmartCache,4 GT/s OPI,4.5 W,No,Yes,16 GB,"LPDDR3-1866, DDR3L-1600",2,29.8 GB/s,No,,300 MHz,900 MHz,16 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",10,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Mobile,i7-6500U,Launched,Q3'15,14 nm,$393.00 ,2,4,2.50 GHz,3.10 GHz,4 MB SmartCache,4 GT/s OPI,15 W,No,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,1.05 GHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Mobile,i7-6560U,Announced,Q3'15,14 nm,N/A,2,4,2.20 GHz,3.20 GHz,4 MB SmartCache,4 GT/s OPI,15 W,No,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,1.05 GHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Mobile,i7-6567U,Announced,Q3'15,14 nm,N/A,2,4,3.30 GHz,3.60 GHz,4 MB SmartCache,4 GT/s OPI,28 W,No,Yes,32 GB,"DDR4-2133, LPDDR3 - 1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,1.10 GHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Mobile,i7-6600U,Launched,Q3'15,14 nm,$393.00 ,2,4,2.60 GHz,3.40 GHz,4 MB SmartCache,4 GT/s OPI,15 W,Yes,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,1.05 GHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Mobile,i7-6650U,Launched,Q3'15,14 nm,$415.00 ,2,4,2.20 GHz,3.40 GHz,4 MB SmartCache,4 GT/s OPI,15 W,No,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,1.05 GHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Mobile,i7-6660U,Launched,Q1'16,14 nm,$415.00 ,2,4,2.40 GHz,3.40 GHz,4 MB SmartCache,4 GT/s OPI,15 W,No,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,1.05 GHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Mobile,i7-6700HQ,Launched,Q3'15,14 nm,$378.00 ,4,8,2.60 GHz,3.50 GHz,6 MB SmartCache,8 GT/s DMI3,45 W,No,Yes,64 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,350 MHz,1.05 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Mobile,i7-6770HQ,Launched,Q1'16,14 nm,$434.00 ,4,8,2.60 GHz,3.50 GHz,6 MB SmartCache,8 GT/s DMI3,45 W,No,Yes,64 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,350 MHz,950 MHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,Yes,Yes,,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Desktop,i7-6700,Launched,Q3'15,14 nm,$303.00 - $312.00,4,8,3.40 GHz,4.00 GHz,8 MB SmartCache,8 GT/s DMI3,65 W,Yes,Yes,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,No,,350 MHz,1.15 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,71°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Embedded,i7-6700TE,Launched,Q4'15,14 nm,$303.00 ,4,8,2.40 GHz,3.40 GHz,8 MB SmartCache,8 GT/s DMI3,35 W,Yes,Yes,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,No,,350 MHz,1.00 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Desktop,i7-6700T,Launched,Q3'15,14 nm,$303.00 ,4,8,2.80 GHz,3.60 GHz,8 MB SmartCache,8 GT/s DMI3,35 W,No,Yes,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,No,,350 MHz,1.10 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,66°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Desktop,i7-6700K,Launched,Q3'15,14 nm,$339.00 - $350.00,4,8,4.00 GHz,4.20 GHz,8 MB SmartCache,8 GT/s DMI3,91 W,No,Yes,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,No,,350 MHz,1.15 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,64°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Desktop,i7-6785R,End of Life,Q2'16,14 nm,N/A,4,8,3.30 GHz,3.90 GHz,8 MB,8 GT/s DMI3,65 W,No,Yes,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,No,,350 MHz,1.15 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x16,2x8,1x8+2x4",16,71°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Embedded,i7-6820EQ,Launched,Q4'15,14 nm,$378.00 ,4,8,2.80 GHz,3.50 GHz,8 MB SmartCache,8 GT/s DMI3,45 W,Yes,Yes,64 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,350 MHz,1.00 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Mobile,i7-6820HK,Launched,Q3'15,14 nm,$378.00 ,4,8,2.70 GHz,3.60 GHz,8 MB SmartCache,8 GT/s DMI3,45 W,No,Yes,64 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,350 MHz,1.05 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Mobile,i7-6820HQ,Launched,Q3'15,14 nm,$378.00 ,4,8,2.70 GHz,3.60 GHz,8 MB SmartCache,8 GT/s DMI3,45 W,No,Yes,64 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,350 MHz,1.05 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Embedded,i7-6822EQ,Launched,Q4'15,14 nm,$378.00 ,4,8,2.00 GHz,2.80 GHz,8 MB SmartCache,8 GT/s DMI3,25 W,Yes,Yes,64 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,350 MHz,1.00 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Mobile,i7-6870HQ,Launched,Q1'16,14 nm,$434.00 ,4,8,2.70 GHz,3.60 GHz,8 MB SmartCache,8 GT/s DMI3,45 W,No,Yes,64 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,350 MHz,1.00 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,Yes,Yes,,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Mobile,i7-6920HQ,Launched,Q3'15,14 nm,$568.00 ,4,8,2.90 GHz,3.80 GHz,8 MB SmartCache,8 GT/s DMI3,45 W,No,Yes,64 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,350 MHz,1.05 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i7 Processors,Mobile,i7-6970HQ,Launched,Q1'16,14 nm,$623.00 ,4,8,2.80 GHz,3.70 GHz,8 MB SmartCache,8 GT/s DMI3,45 W,No,Yes,64 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,350 MHz,1.05 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,Yes,Yes,,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i5 Processors,Mobile,i5-6260U,Launched,Q3'15,14 nm,$304.00 ,2,4,1.80 GHz,2.90 GHz,4 MB SmartCache,4 GT/s OPI,15 W,No,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,950 MHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i5 Processors,Mobile,i5-6200U,Launched,Q3'15,14 nm,$281.00 ,2,4,2.30 GHz,2.80 GHz,3 MB SmartCache,4 GT/s OPI,15 W,No,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,1.00 GHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i5 Processors,Mobile,i5-6300U,Launched,Q3'15,14 nm,$281.00 ,2,4,2.40 GHz,3.00 GHz,3 MB SmartCache,4 GT/s OPI,15 W,Yes,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,1.00 GHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i5 Processors,Mobile,i5-6300HQ,Launched,Q3'15,14 nm,$250.00 ,4,4,2.30 GHz,3.20 GHz,6 MB SmartCache,8 GT/s DMI3,45 W,No,Yes,64 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,350 MHz,950 MHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,No,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i5 Processors,Mobile,i5-6350HQ,Launched,Q1'16,14 nm,$306.00 ,4,4,2.30 GHz,3.20 GHz,6 MB SmartCache,8 GT/s DMI3,45 W,No,Yes,64 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,350 MHz,900 MHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,No,Yes,,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i5 Processors,Mobile,i5-6360U,Launched,Q3'15,14 nm,$304.00 ,2,4,2.00 GHz,3.10 GHz,4 MB SmartCache,4 GT/s OPI,15 W,No,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,1.00 GHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i5 Processors,Embedded,i5-6442EQ,Launched,Q4'15,14 nm,$250.00 ,4,4,1.90 GHz,2.70 GHz,6 MB SmartCache,8 GT/s DMI3,25 W,Yes,Yes,64 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,350 MHz,1.00 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,No,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i5 Processors,Mobile,i5-6440HQ,Launched,Q3'15,14 nm,$250.00 ,4,4,2.60 GHz,3.50 GHz,6 MB SmartCache,8 GT/s DMI3,45 W,No,Yes,64 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,350 MHz,950 MHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,No,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i5 Processors,Embedded,i5-6440EQ,Launched,Q4'15,14 nm,$250.00 ,4,4,2.70 GHz,3.40 GHz,6 MB SmartCache,8 GT/s DMI3,45 W,Yes,Yes,64 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,350 MHz,1.00 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,No,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i5 Processors,Desktop,i5-6400T,Launched,Q3'15,14 nm,$182.00 ,4,4,2.20 GHz,2.80 GHz,6 MB SmartCache,8 GT/s DMI3,35 W,No,Yes,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,No,,350 MHz,950 MHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,66°C,No,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i5 Processors,Desktop,i5-6400,Launched,Q3'15,14 nm,$182.00 - $187.00,4,4,2.70 GHz,3.30 GHz,6 MB SmartCache,8 GT/s DMI3,65 W,No,Yes,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,No,,350 MHz,950 MHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,71°C,No,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
6th Generation Intel® Core™ i5 Processors,Desktop,i5-6402P,Launched,Q4'15,14 nm,$182.00 - $187.00,4,4,2.80 GHz,3.40 GHz,6 MB,8 GT/s DMI3,65 W,No,Yes,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,No,,350 MHz,950 MHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,71°C,No,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes
