"","term","loan_status","Date","home_ownership"
"16926"," 36 months","Fully Paid","3/1/2010","RENT"
"16927"," 36 months","Fully Paid","3/1/2010","RENT"
"16928"," 36 months","Fully Paid","3/1/2010","RENT"
"16929"," 36 months","Fully Paid","3/1/2010","RENT"
"16930"," 36 months","Fully Paid","3/1/2010","RENT"
"16931"," 36 months","Fully Paid","3/1/2010","RENT"
"16932"," 36 months","Fully Paid","3/1/2010","RENT"
"16933"," 36 months","Fully Paid","3/1/2010","OWN"
"16934"," 36 months","Charged Off","3/1/2010","RENT"
"16935"," 36 months","Fully Paid","3/1/2010","RENT"
"16936"," 36 months","Fully Paid","3/1/2010","OWN"
"16937"," 36 months","Fully Paid","3/1/2010","RENT"
"16938"," 36 months","Fully Paid","3/1/2010","OWN"
"16939"," 36 months","Fully Paid","3/1/2010","RENT"
"16940"," 36 months","Fully Paid","3/1/2010","RENT"
"16941"," 36 months","Fully Paid","3/1/2010","RENT"
"16942"," 36 months","Charged Off","3/1/2010","RENT"
"16943"," 36 months","Fully Paid","3/1/2010","RENT"
"16944"," 36 months","Fully Paid","3/1/2010","RENT"
"16945"," 36 months","Charged Off","3/1/2010","RENT"
"16946"," 36 months","Fully Paid","3/1/2010","RENT"
"16947"," 36 months","Fully Paid","3/1/2010","RENT"
"16948"," 36 months","Fully Paid","3/1/2010","RENT"
"16949"," 36 months","Fully Paid","3/1/2010","OWN"
"16950"," 36 months","Charged Off","3/1/2010","RENT"
"16951"," 36 months","Charged Off","3/1/2010","RENT"
"16952"," 36 months","Fully Paid","3/1/2010","RENT"
"16953"," 36 months","Fully Paid","3/1/2010","RENT"
"16954"," 36 months","Fully Paid","3/1/2010","RENT"
"16955"," 36 months","Fully Paid","3/1/2010","RENT"
"16956"," 36 months","Fully Paid","3/1/2010","RENT"
"16957"," 36 months","Fully Paid","3/1/2010","RENT"
"16958"," 36 months","Fully Paid","3/1/2010","RENT"
"16959"," 36 months","Fully Paid","3/1/2010","RENT"
"16960"," 36 months","Fully Paid","3/1/2010","RENT"
"16961"," 36 months","Fully Paid","3/1/2010","RENT"
"16962"," 36 months","Fully Paid","3/1/2010","RENT"
"16963"," 36 months","Charged Off","3/1/2010","RENT"
"16964"," 36 months","Fully Paid","3/1/2010","RENT"
"16965"," 36 months","Fully Paid","3/1/2010","RENT"
"16966"," 36 months","Fully Paid","3/1/2010","RENT"
"16967"," 36 months","Fully Paid","3/1/2010","OWN"
"16968"," 36 months","Fully Paid","3/1/2010","RENT"
"16969"," 36 months","Fully Paid","3/1/2010","RENT"
"16970"," 36 months","Fully Paid","3/1/2010","OWN"
"16971"," 36 months","Charged Off","3/1/2010","RENT"
"16972"," 36 months","Fully Paid","3/1/2010","RENT"
"16973"," 36 months","Fully Paid","3/1/2010","RENT"
"16974"," 36 months","Fully Paid","3/1/2010","RENT"
"16975"," 36 months","Fully Paid","3/1/2010","RENT"
"16976"," 36 months","Fully Paid","3/1/2010","RENT"
"16977"," 36 months","Fully Paid","3/1/2010","RENT"
"16978"," 36 months","Fully Paid","3/1/2010","RENT"
"16979"," 36 months","Fully Paid","3/1/2010","RENT"
"16980"," 36 months","Fully Paid","3/1/2010","RENT"
"16981"," 36 months","Fully Paid","3/1/2010","RENT"
"16982"," 36 months","Fully Paid","3/1/2010","RENT"
"16983"," 36 months","Fully Paid","3/1/2010","RENT"
"16984"," 36 months","Fully Paid","3/1/2010","RENT"
"16985"," 36 months","Fully Paid","3/1/2010","RENT"
"16986"," 36 months","Fully Paid","3/1/2010","RENT"
"16987"," 36 months","Charged Off","3/1/2010","RENT"
"16988"," 36 months","Fully Paid","3/1/2010","RENT"
"16989"," 36 months","Fully Paid","3/1/2010","RENT"
"16990"," 36 months","Fully Paid","3/1/2010","RENT"
"16991"," 36 months","Fully Paid","3/1/2010","RENT"
"16992"," 36 months","Fully Paid","3/1/2010","RENT"
"16993"," 36 months","Charged Off","3/1/2010","RENT"
"16994"," 36 months","Fully Paid","3/1/2010","RENT"
"16995"," 36 months","Fully Paid","3/1/2010","RENT"
"16996"," 36 months","Fully Paid","3/1/2010","RENT"
"16997"," 36 months","Fully Paid","3/1/2010","RENT"
"16998"," 36 months","Fully Paid","3/1/2010","RENT"
"16999"," 36 months","Fully Paid","3/1/2010","RENT"
"17000"," 36 months","Charged Off","3/1/2010","OWN"
"17001"," 36 months","Fully Paid","3/1/2010","RENT"
"17002"," 36 months","Fully Paid","3/1/2010","RENT"
"17003"," 36 months","Fully Paid","3/1/2010","RENT"
"17004"," 36 months","Charged Off","4/1/2010","RENT"
"17005"," 36 months","Fully Paid","3/1/2010","OWN"
"17006"," 36 months","Fully Paid","3/1/2010","RENT"
"17007"," 36 months","Fully Paid","3/1/2010","RENT"
"17008"," 36 months","Charged Off","3/1/2010","RENT"
"17009"," 36 months","Charged Off","3/1/2010","RENT"
"17010"," 36 months","Fully Paid","3/1/2010","RENT"
"17011"," 36 months","Fully Paid","3/1/2010","RENT"
"17012"," 36 months","Fully Paid","3/1/2010","RENT"
"17013"," 36 months","Fully Paid","3/1/2010","OWN"
"17014"," 36 months","Fully Paid","3/1/2010","RENT"
"17015"," 36 months","Fully Paid","3/1/2010","RENT"
"17016"," 36 months","Fully Paid","3/1/2010","RENT"
"17017"," 36 months","Fully Paid","3/1/2010","RENT"
"17018"," 36 months","Fully Paid","3/1/2010","RENT"
"17019"," 36 months","Fully Paid","3/1/2010","RENT"
"17020"," 36 months","Charged Off","3/1/2010","RENT"
"17021"," 36 months","Fully Paid","3/1/2010","RENT"
"17022"," 36 months","Fully Paid","3/1/2010","RENT"
"17023"," 36 months","Fully Paid","3/1/2010","RENT"
"17024"," 36 months","Fully Paid","3/1/2010","RENT"
"17025"," 36 months","Fully Paid","3/1/2010","OWN"
"17026"," 36 months","Fully Paid","3/1/2010","RENT"
"17027"," 36 months","Fully Paid","3/1/2010","RENT"
"17028"," 36 months","Fully Paid","3/1/2010","OWN"
"17029"," 36 months","Fully Paid","3/1/2010","RENT"
"17030"," 36 months","Fully Paid","3/1/2010","RENT"
"17031"," 36 months","Fully Paid","3/1/2010","RENT"
"17032"," 36 months","Fully Paid","3/1/2010","RENT"
"17033"," 36 months","Fully Paid","3/1/2010","RENT"
"17034"," 36 months","Fully Paid","3/1/2010","RENT"
"17035"," 36 months","Fully Paid","3/1/2010","RENT"
"17036"," 36 months","Fully Paid","3/1/2010","RENT"
"17037"," 36 months","Fully Paid","3/1/2010","RENT"
"17038"," 36 months","Fully Paid","3/1/2010","RENT"
"17039"," 36 months","Fully Paid","3/1/2010","OWN"
"17040"," 36 months","Fully Paid","3/1/2010","RENT"
"17041"," 36 months","Fully Paid","3/1/2010","RENT"
"17042"," 36 months","Fully Paid","3/1/2010","RENT"
"17043"," 36 months","Fully Paid","3/1/2010","RENT"
"17044"," 36 months","Fully Paid","3/1/2010","RENT"
"17045"," 36 months","Fully Paid","3/1/2010","RENT"
"17046"," 36 months","Fully Paid","3/1/2010","RENT"
"17047"," 36 months","Fully Paid","3/1/2010","RENT"
"17048"," 36 months","Fully Paid","3/1/2010","RENT"
"17049"," 36 months","Fully Paid","3/1/2010","RENT"
"17050"," 36 months","Fully Paid","3/1/2010","RENT"
"17051"," 36 months","Fully Paid","3/1/2010","RENT"
"17052"," 36 months","Fully Paid","3/1/2010","RENT"
"17053"," 36 months","Fully Paid","3/1/2010","RENT"
"17054"," 36 months","Fully Paid","3/1/2010","RENT"
"17055"," 36 months","Fully Paid","3/1/2010","OWN"
"17056"," 36 months","Fully Paid","3/1/2010","RENT"
"17057"," 36 months","Fully Paid","3/1/2010","RENT"
"17058"," 36 months","Fully Paid","3/1/2010","RENT"
"17059"," 36 months","Fully Paid","3/1/2010","RENT"
"17060"," 36 months","Fully Paid","3/1/2010","RENT"
"17061"," 36 months","Fully Paid","3/1/2010","RENT"
"17062"," 36 months","Fully Paid","3/1/2010","RENT"
"17063"," 36 months","Fully Paid","3/1/2010","OWN"
"17064"," 36 months","Fully Paid","3/1/2010","RENT"
"17065"," 36 months","Fully Paid","3/1/2010","RENT"
"17066"," 36 months","Fully Paid","3/1/2010","RENT"
"17067"," 36 months","Fully Paid","3/1/2010","RENT"
"17068"," 36 months","Fully Paid","3/1/2010","RENT"
"17069"," 36 months","Fully Paid","3/1/2010","RENT"
"17070"," 36 months","Fully Paid","3/1/2010","RENT"
"17071"," 36 months","Charged Off","3/1/2010","RENT"
"17072"," 36 months","Charged Off","3/1/2010","RENT"
"17073"," 36 months","Fully Paid","3/1/2010","RENT"
"17074"," 36 months","Fully Paid","3/1/2010","RENT"
"17075"," 36 months","Fully Paid","3/1/2010","OWN"
"17076"," 36 months","Fully Paid","3/1/2010","RENT"
"17077"," 36 months","Fully Paid","3/1/2010","OWN"
"17078"," 36 months","Fully Paid","3/1/2010","RENT"
"17079"," 36 months","Fully Paid","3/1/2010","RENT"
"17080"," 36 months","Fully Paid","3/1/2010","RENT"
"17081"," 36 months","Fully Paid","3/1/2010","RENT"
"17082"," 36 months","Fully Paid","3/1/2010","RENT"
"17083"," 36 months","Fully Paid","3/1/2010","RENT"
"17084"," 36 months","Fully Paid","3/1/2010","RENT"
"17085"," 36 months","Charged Off","3/1/2010","RENT"
"17086"," 36 months","Fully Paid","3/1/2010","RENT"
"17087"," 36 months","Fully Paid","3/1/2010","RENT"
"17088"," 36 months","Fully Paid","3/1/2010","RENT"
"17089"," 36 months","Fully Paid","3/1/2010","RENT"
"17090"," 36 months","Fully Paid","3/1/2010","RENT"
"17091"," 36 months","Fully Paid","3/1/2010","RENT"
"17092"," 36 months","Charged Off","3/1/2010","OWN"
"17093"," 36 months","Fully Paid","3/1/2010","RENT"
"17094"," 36 months","Fully Paid","3/1/2010","OWN"
"17095"," 36 months","Fully Paid","3/1/2010","RENT"
"17096"," 36 months","Fully Paid","3/1/2010","RENT"
"17097"," 36 months","Fully Paid","3/1/2010","RENT"
"17098"," 36 months","Fully Paid","3/1/2010","RENT"
"17099"," 36 months","Fully Paid","3/1/2010","RENT"
"17100"," 36 months","Fully Paid","3/1/2010","OWN"
"17101"," 36 months","Fully Paid","3/1/2010","RENT"
"17102"," 36 months","Fully Paid","3/1/2010","OWN"
"17103"," 36 months","Fully Paid","3/1/2010","RENT"
"17104"," 36 months","Fully Paid","3/1/2010","OWN"
"17105"," 36 months","Fully Paid","3/1/2010","RENT"
"17106"," 36 months","Fully Paid","3/1/2010","RENT"
"17107"," 36 months","Fully Paid","3/1/2010","RENT"
"17108"," 36 months","Fully Paid","3/1/2010","RENT"
"17109"," 36 months","Charged Off","3/1/2010","RENT"
"17110"," 36 months","Fully Paid","3/1/2010","RENT"
"17111"," 36 months","Fully Paid","3/1/2010","RENT"
"17112"," 36 months","Fully Paid","3/1/2010","RENT"
"17113"," 36 months","Fully Paid","3/1/2010","RENT"
"17114"," 36 months","Fully Paid","3/1/2010","RENT"
"17115"," 36 months","Charged Off","3/1/2010","OWN"
"17116"," 36 months","Fully Paid","3/1/2010","RENT"
"17117"," 36 months","Fully Paid","3/1/2010","RENT"
"17118"," 36 months","Fully Paid","3/1/2010","RENT"
"17119"," 36 months","Fully Paid","3/1/2010","RENT"
"17120"," 36 months","Fully Paid","3/1/2010","RENT"
"17121"," 36 months","Fully Paid","3/1/2010","RENT"
"17122"," 36 months","Fully Paid","3/1/2010","OWN"
"17123"," 36 months","Fully Paid","3/1/2010","RENT"
"17124"," 36 months","Fully Paid","3/1/2010","RENT"
"17125"," 36 months","Fully Paid","3/1/2010","OWN"
"17126"," 36 months","Fully Paid","3/1/2010","RENT"
"17127"," 36 months","Fully Paid","3/1/2010","RENT"
"17128"," 36 months","Fully Paid","3/1/2010","RENT"
"17129"," 36 months","Fully Paid","3/1/2010","RENT"
"17130"," 36 months","Fully Paid","3/1/2010","RENT"
"17131"," 36 months","Fully Paid","3/1/2010","RENT"
"17132"," 36 months","Fully Paid","3/1/2010","RENT"
"17133"," 36 months","Fully Paid","3/1/2010","OWN"
"17134"," 36 months","Fully Paid","3/1/2010","RENT"
"17135"," 36 months","Fully Paid","3/1/2010","RENT"
"17136"," 36 months","Fully Paid","3/1/2010","RENT"
"17137"," 36 months","Fully Paid","3/1/2010","RENT"
"17138"," 36 months","Charged Off","3/1/2010","RENT"
"17139"," 36 months","Fully Paid","3/1/2010","RENT"
"17140"," 36 months","Fully Paid","3/1/2010","RENT"
"17141"," 36 months","Fully Paid","3/1/2010","RENT"
"17142"," 36 months","Charged Off","3/1/2010","RENT"
"17143"," 36 months","Fully Paid","3/1/2010","RENT"
"17144"," 36 months","Fully Paid","3/1/2010","RENT"
"17145"," 36 months","Fully Paid","3/1/2010","RENT"
"17146"," 36 months","Fully Paid","3/1/2010","RENT"
"17147"," 36 months","Charged Off","3/1/2010","RENT"
"17148"," 36 months","Fully Paid","3/1/2010","RENT"
"17149"," 36 months","Fully Paid","3/1/2010","RENT"
"17150"," 36 months","Charged Off","3/1/2010","RENT"
"17151"," 36 months","Fully Paid","3/1/2010","RENT"
"17152"," 36 months","Fully Paid","3/1/2010","RENT"
"17153"," 36 months","Fully Paid","3/1/2010","RENT"
"17154"," 36 months","Fully Paid","3/1/2010","OWN"
"17155"," 36 months","Fully Paid","3/1/2010","RENT"
"17156"," 36 months","Fully Paid","3/1/2010","RENT"
"17157"," 36 months","Fully Paid","3/1/2010","RENT"
"17158"," 36 months","Fully Paid","3/1/2010","OWN"
"17159"," 36 months","Fully Paid","3/1/2010","RENT"
"17160"," 36 months","Fully Paid","3/1/2010","RENT"
"17161"," 36 months","Fully Paid","3/1/2010","RENT"
"17162"," 36 months","Fully Paid","3/1/2010","RENT"
"17163"," 36 months","Fully Paid","3/1/2010","OWN"
"17164"," 36 months","Fully Paid","3/1/2010","RENT"
"17165"," 36 months","Fully Paid","3/1/2010","RENT"
"17166"," 36 months","Fully Paid","3/1/2010","RENT"
"17167"," 36 months","Fully Paid","3/1/2010","RENT"
"17168"," 36 months","Fully Paid","3/1/2010","RENT"
"17169"," 36 months","Fully Paid","3/1/2010","RENT"
"17170"," 36 months","Fully Paid","3/1/2010","RENT"
"17171"," 36 months","Fully Paid","3/1/2010","OWN"
"17172"," 36 months","Fully Paid","3/1/2010","RENT"
"17173"," 36 months","Fully Paid","3/1/2010","RENT"
"17174"," 36 months","Fully Paid","3/1/2010","RENT"
"17175"," 36 months","Fully Paid","3/1/2010","RENT"
"17176"," 36 months","Fully Paid","3/1/2010","RENT"
"17177"," 36 months","Fully Paid","3/1/2010","OWN"
"17178"," 36 months","Fully Paid","3/1/2010","OWN"
"17179"," 36 months","Fully Paid","3/1/2010","RENT"
"17180"," 36 months","Fully Paid","3/1/2010","RENT"
"17181"," 36 months","Fully Paid","3/1/2010","RENT"
"17182"," 36 months","Fully Paid","3/1/2010","RENT"
"17183"," 36 months","Fully Paid","3/1/2010","RENT"
"17184"," 36 months","Fully Paid","3/1/2010","RENT"
"17185"," 36 months","Fully Paid","3/1/2010","RENT"
"17186"," 36 months","Fully Paid","3/1/2010","RENT"
"17187"," 36 months","Fully Paid","3/1/2010","RENT"
"17188"," 36 months","Fully Paid","3/1/2010","RENT"
"17189"," 36 months","Fully Paid","3/1/2010","RENT"
"17190"," 36 months","Fully Paid","3/1/2010","OWN"
"17191"," 36 months","Charged Off","3/1/2010","RENT"
"17192"," 36 months","Fully Paid","3/1/2010","RENT"
"17193"," 36 months","Fully Paid","3/1/2010","RENT"
"17194"," 36 months","Fully Paid","3/1/2010","RENT"
"17195"," 36 months","Fully Paid","3/1/2010","RENT"
"17196"," 36 months","Fully Paid","3/1/2010","RENT"
"17197"," 36 months","Fully Paid","3/1/2010","OWN"
"17198"," 36 months","Fully Paid","3/1/2010","RENT"
"17199"," 36 months","Fully Paid","3/1/2010","RENT"
"17200"," 36 months","Fully Paid","3/1/2010","RENT"
"17201"," 36 months","Fully Paid","3/1/2010","RENT"
"17202"," 36 months","Fully Paid","3/1/2010","RENT"
"17203"," 36 months","Charged Off","3/1/2010","RENT"
"17204"," 36 months","Fully Paid","3/1/2010","RENT"
"17205"," 36 months","Fully Paid","3/1/2010","OWN"
"17206"," 36 months","Fully Paid","3/1/2010","RENT"
"17207"," 36 months","Fully Paid","3/1/2010","OWN"
"17208"," 36 months","Fully Paid","3/1/2010","OWN"
"17209"," 36 months","Fully Paid","2/1/2010","RENT"
"17210"," 36 months","Fully Paid","3/1/2010","OWN"
"17211"," 36 months","Fully Paid","3/1/2010","RENT"
"17212"," 36 months","Fully Paid","3/1/2010","RENT"
"17213"," 36 months","Fully Paid","3/1/2010","RENT"
"17214"," 36 months","Fully Paid","3/1/2010","RENT"
"17215"," 36 months","Fully Paid","3/1/2010","RENT"
"17216"," 36 months","Fully Paid","2/1/2010","OWN"
"17217"," 36 months","Fully Paid","2/1/2010","RENT"
"17218"," 36 months","Fully Paid","3/1/2010","RENT"
"17219"," 36 months","Fully Paid","3/1/2010","RENT"
"17220"," 36 months","Charged Off","2/1/2010","RENT"
"17221"," 36 months","Charged Off","2/1/2010","OWN"
"17222"," 36 months","Fully Paid","3/1/2010","RENT"
"17223"," 36 months","Fully Paid","2/1/2010","OWN"
"17224"," 36 months","Fully Paid","2/1/2010","OWN"
"17225"," 36 months","Fully Paid","3/1/2010","RENT"
"17226"," 36 months","Fully Paid","2/1/2010","OWN"
"17227"," 36 months","Fully Paid","2/1/2010","RENT"
"17228"," 36 months","Fully Paid","2/1/2010","RENT"
"17229"," 36 months","Fully Paid","3/1/2010","RENT"
"17230"," 36 months","Fully Paid","2/1/2010","RENT"
"17231"," 36 months","Fully Paid","3/1/2010","RENT"
"17232"," 36 months","Fully Paid","3/1/2010","RENT"
"17233"," 36 months","Fully Paid","2/1/2010","RENT"
"17234"," 36 months","Fully Paid","2/1/2010","RENT"
"17235"," 36 months","Fully Paid","2/1/2010","RENT"
"17236"," 36 months","Fully Paid","3/1/2010","RENT"
"17237"," 36 months","Fully Paid","2/1/2010","RENT"
"17238"," 36 months","Fully Paid","2/1/2010","RENT"
"17239"," 36 months","Fully Paid","2/1/2010","RENT"
"17240"," 36 months","Fully Paid","3/1/2010","RENT"
"17241"," 36 months","Charged Off","2/1/2010","RENT"
"17242"," 36 months","Fully Paid","2/1/2010","RENT"
"17243"," 36 months","Fully Paid","2/1/2010","RENT"
"17244"," 36 months","Fully Paid","3/1/2010","RENT"
"17245"," 36 months","Fully Paid","3/1/2010","RENT"
"17246"," 36 months","Fully Paid","2/1/2010","RENT"
"17247"," 36 months","Fully Paid","2/1/2010","RENT"
"17248"," 36 months","Fully Paid","3/1/2010","RENT"
"17249"," 36 months","Fully Paid","2/1/2010","RENT"
"17250"," 36 months","Fully Paid","2/1/2010","OWN"
"17251"," 36 months","Fully Paid","3/1/2010","RENT"
"17252"," 36 months","Fully Paid","3/1/2010","RENT"
"17253"," 36 months","Fully Paid","3/1/2010","RENT"
"17254"," 36 months","Fully Paid","2/1/2010","RENT"
"17255"," 36 months","Charged Off","2/1/2010","RENT"
"17256"," 36 months","Fully Paid","2/1/2010","OWN"
"17257"," 36 months","Fully Paid","2/1/2010","RENT"
"17258"," 36 months","Charged Off","3/1/2010","RENT"
"17259"," 36 months","Fully Paid","3/1/2010","RENT"
"17260"," 36 months","Fully Paid","3/1/2010","RENT"
"17261"," 36 months","Fully Paid","2/1/2010","RENT"
"17262"," 36 months","Fully Paid","2/1/2010","RENT"
"17263"," 36 months","Charged Off","3/1/2010","RENT"
"17264"," 36 months","Fully Paid","2/1/2010","RENT"
"17265"," 36 months","Fully Paid","2/1/2010","RENT"
"17266"," 36 months","Fully Paid","2/1/2010","RENT"
"17267"," 36 months","Fully Paid","2/1/2010","RENT"
"17268"," 36 months","Fully Paid","2/1/2010","RENT"
"17269"," 36 months","Fully Paid","2/1/2010","RENT"
"17270"," 36 months","Fully Paid","2/1/2010","RENT"
"17271"," 36 months","Fully Paid","2/1/2010","RENT"
"17272"," 36 months","Fully Paid","3/1/2010","RENT"
"17273"," 36 months","Fully Paid","2/1/2010","RENT"
"17274"," 36 months","Charged Off","2/1/2010","RENT"
"17275"," 36 months","Fully Paid","2/1/2010","RENT"
"17276"," 36 months","Fully Paid","2/1/2010","OWN"
"17277"," 36 months","Fully Paid","2/1/2010","RENT"
"17278"," 36 months","Fully Paid","2/1/2010","OWN"
"17279"," 36 months","Fully Paid","2/1/2010","RENT"
"17280"," 36 months","Fully Paid","2/1/2010","RENT"
"17281"," 36 months","Fully Paid","2/1/2010","RENT"
"17282"," 36 months","Charged Off","2/1/2010","RENT"
"17283"," 36 months","Fully Paid","2/1/2010","RENT"
"17284"," 36 months","Fully Paid","2/1/2010","RENT"
"17285"," 36 months","Fully Paid","2/1/2010","RENT"
"17286"," 36 months","Fully Paid","2/1/2010","OWN"
"17287"," 36 months","Fully Paid","2/1/2010","RENT"
"17288"," 36 months","Fully Paid","2/1/2010","RENT"
"17289"," 36 months","Fully Paid","2/1/2010","RENT"
"17290"," 36 months","Fully Paid","2/1/2010","OWN"
"17291"," 36 months","Fully Paid","2/1/2010","RENT"
"17292"," 36 months","Fully Paid","2/1/2010","RENT"
"17293"," 36 months","Fully Paid","3/1/2010","RENT"
"17294"," 36 months","Fully Paid","2/1/2010","RENT"
"17295"," 36 months","Fully Paid","2/1/2010","RENT"
"17296"," 36 months","Fully Paid","2/1/2010","RENT"
"17297"," 36 months","Fully Paid","2/1/2010","RENT"
"17298"," 36 months","Fully Paid","2/1/2010","RENT"
"17299"," 36 months","Fully Paid","2/1/2010","RENT"
"17300"," 36 months","Fully Paid","3/1/2010","RENT"
"17301"," 36 months","Fully Paid","3/1/2010","RENT"
"17302"," 36 months","Fully Paid","2/1/2010","OWN"
"17303"," 36 months","Fully Paid","2/1/2010","RENT"
"17304"," 36 months","Fully Paid","2/1/2010","RENT"
"17305"," 36 months","Fully Paid","2/1/2010","RENT"
"17306"," 36 months","Fully Paid","2/1/2010","RENT"
"17307"," 36 months","Fully Paid","2/1/2010","RENT"
