" Cloud Service Provider"," Cloud Service Offering"," Type"," Service Model"," Leveraged A T O"," Authorization Date"," Announcement Date"," Agency"," Subagency"," Independent Assessor"," Package Id"
United States Department of Agriculture,USDA Digital Infrastructure Services Center,Agency,"IaaS, PaaS",Yes,,,Department of Health and Human Services,Food and Drug Administration,,AGENCYNITCIAAS
United States Department of the Treasury,Workplace.gov Community Cloud (WC2),Agency,"PaaS, SaaS",No,10/31/2020,05/06/2014,Department of the Treasury,,"Lunarline, Inc.",AGENCYWC2
United States Department of the Treasury,Workplace.gov Community Cloud (WC2),Agency,"PaaS, SaaS",Yes,,,Department of the Treasury,Internal Revenue Service,,AGENCYWC2
United States Department of the Treasury,Workplace.gov Community Cloud (WC2),Agency,"PaaS, SaaS",Yes,,,Department of the Treasury,Bureau of the Fiscal Service,,AGENCYWC2
United States Department of the Treasury,Workplace.gov Community Cloud High (WC2-H),Agency,"IaaS, PaaS",No,10/31/2020,03/02/2020,Department of the Treasury,,"Lunarline, Inc.",FR1801046750
United States Department of the Treasury,Workplace.gov Community Cloud High (WC2-H),Agency,"IaaS, PaaS",Yes,,,Department of the Treasury,Bureau of the Fiscal Service,,FR1801046750
United States Department of the Treasury,Workplace.gov Community Cloud High (WC2-H),Agency,"IaaS, PaaS",Yes,,,Department of the Treasury,Internal Revenue Service,,FR1801046750
"Unqork, Inc.",Unqork for Government,Agency,SaaS,No,,,Department of Health and Human Services,,"Schellman Compliance, LLC",FR2125561001
Valimail,Valimail Enforce Platform,Agency,SaaS,No,07/18/2018,08/02/2018,Department of Commerce,,"Coalfire Systems, Inc.",FR1817874315
Valimail,Valimail Enforce Platform,Agency,SaaS,Yes,,,Department of Transportation,Federal Aviation Administration,,FR1817874315
Valimail,Valimail Enforce Platform,Agency,SaaS,Yes,,,Environmental Protection Agency,,,FR1817874315
"VBrick Systems, Inc.",VBrick Rev,Agency,SaaS,No,11/21/2018,02/01/2019,Department of the Interior,,,F1605107898
"VBrick Systems, Inc.",VBrick Rev,Agency,SaaS,Yes,,,Nuclear Regulatory Commission,,,F1605107898
"VBrick Systems, Inc.",VBrick Rev,Agency,SaaS,Yes,,,National Science Foundation,,,F1605107898
"VBrick Systems, Inc.",VBrick Rev,Agency,SaaS,Yes,,,Department of Commerce,United States Patent and Trademark Office,,F1605107898
"VBrick Systems, Inc.",VBrick Rev,Agency,SaaS,Yes,,,Department of the Interior,Office of Natural Resources Revenue,,F1605107898
Veracode,Veracode Online Security Platform for Government,Agency,SaaS,No,03/06/2022,07/18/2022,United States Securities and Exchange Commission,,"Schellman Compliance, LLC",F1509237360
"Veritone, Inc.",aiWARE Government,Agency,SaaS,No,05/04/2020,03/14/2019,Department of Justice,,"Coalfire Systems, Inc.",FR1804557312
"Veritone, Inc.",aiWARE Government,Agency,SaaS,Yes,,,Environmental Protection Agency,,,FR1804557312
Virtru,Virtru Data Protection Platform,Agency,SaaS,No,,,Department of Health and Human Services,,"Schellman Compliance, LLC",F1605037894
Virtustream,Federal Cloud (VFC),JAB,IaaS,No,06/09/2015,06/09/2015,JAB Authorization,,"Schellman Compliance, LLC",F1301091856
Virtustream,Federal Cloud (VFC),JAB,IaaS,Yes,,,Department of the Interior,,,F1301091856
Virtustream,Federal Cloud (VFC),JAB,IaaS,Yes,,,Department of the Treasury,Office of the Comptroller of the Currency,,F1301091856
Virtustream,Federal Cloud (VFC),JAB,IaaS,Yes,,,Department of Agriculture,,,F1301091856
"VMware, Inc.",VMware Government Services (VGS),JAB,IaaS,No,04/11/2022,04/18/2022,JAB Authorization,,"Fortreum, LLC",FR1916163735
"VMware, Inc.",VMware Government Services (VGS),JAB,IaaS,Yes,,,Department of Justice,United States Marshals Service,,FR1916163735
"VMware, Inc.",VMware Government Services (VGS),JAB,IaaS,Yes,,,Department of Defense,Defense Information Systems Agency,,FR1916163735
"VMware, Inc.",Workspace ONE,Agency,SaaS,No,08/01/2019,11/21/2019,Department of Commerce,,"Coalfire Systems, Inc.",FR1906353407
"VMware, Inc.",Workspace ONE,Agency,SaaS,Yes,,,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms and Explosives",,FR1906353407
"VMware, Inc.",Workspace ONE,Agency,SaaS,Yes,,,Social Security Administration,,,FR1906353407
"VMware, Inc.",Workspace ONE,Agency,SaaS,Yes,,,Department of Energy,National Nuclear Security Administration / Nevada Field Office,,FR1906353407
"VMware, Inc.",Workspace ONE,Agency,SaaS,Yes,,,Department of State,,,FR1906353407
"VMware, Inc.",Workspace ONE,Agency,SaaS,Yes,,,Department of Justice,United States Marshals Service,,FR1906353407
"VMware, Inc.",Workspace ONE,Agency,SaaS,Yes,,,Federal Communications Commission,,,FR1906353407
"VMware, Inc.",Workspace ONE,Agency,SaaS,Yes,,,United States Agency for International Development,,,FR1906353407
"VMware, Inc.",Workspace ONE,Agency,SaaS,Yes,,,Department of Education,,,FR1906353407
Vyopta Incorporated,Vyopta CPM Suite,Agency,SaaS,No,09/30/2021,10/12/2021,General Services Administration,,"Coalfire Systems, Inc.",FR2017459185
Vyopta Incorporated,Vyopta CPM Suite,Agency,SaaS,Yes,,,Department of Labor,,,FR2017459185
Vyopta Incorporated,Vyopta CPM Suite,Agency,SaaS,Yes,,,Social Security Administration,,,FR2017459185
"WellHive Holdings, LLC",WellHive,Agency,SaaS,No,04/16/2020,07/14/2020,Department of Veterans Affairs,,"Coalfire Systems, Inc.",FR1825232355
"Wellspring Worldwide, Inc.",Sophia Knowledge Management System,Agency,SaaS,No,03/04/2021,02/14/2022,Department of Veterans Affairs,,"Lunarline, Inc.",FR1924344515
"Wellspring Worldwide, Inc.",Sophia Knowledge Management System,Agency,SaaS,Yes,,,Department of Energy,DOE Office of the General Counsel,,FR1924344515
"Wickr an Amazon Web Services (AWS) Company,",Wickr for Government (WickrGov),,SaaS,No,,,,,"Coalfire Systems, Inc.",FR2216663607
WidePoint Integrated Solutions Corp.,Intelligent Technology Management System (ITMS),Agency,SaaS,No,,,Department of Justice,,Kratos,FR2032042635
WingSwept,Case Management & Tracking System (CMTS),Agency,SaaS,No,09/24/2021,03/01/2022,Department of Energy,,"Lunarline, Inc.",FR2106045767
Wolters Kluwer,TeamMate+ FedRAMP,Agency,SaaS,No,02/28/2022,05/13/2022,Department of Health and Human Services,,"Schellman Compliance, LLC",FR2207643307
Wolters Kluwer,TeamMate+ FedRAMP,Agency,SaaS,Yes,,,Department of Energy,Office of Science / Argonne Site Office,,FR2207643307
Wolters Kluwer,TeamMate+ FedRAMP,Agency,SaaS,Yes,,,Department of Energy,Strategic Petroleum Reserve,,FR2207643307
Wolters Kluwer,TeamMate+ FedRAMP,Agency,SaaS,Yes,,,Department of Energy,Federal Energy Regulatory Commission,,FR2207643307
Workday Inc.,Workday Government Cloud (WGC),Agency,SaaS,No,04/04/2022,07/11/2022,Federal Reserve System,,"Coalfire Systems, Inc.",FR2103344623
Workday Inc.,Workday Government Cloud (WGC),Agency,SaaS,Yes,,,Department of Energy,Office of Science / Argonne Site Office,,FR2103344623
Workiva,Workiva Platform,Agency,SaaS,No,08/25/2021,10/09/2019,Tennessee Valley Authority,,"Fortreum, LLC",FR1726564822
Workiva,Workiva Platform,Agency,SaaS,Yes,,,General Services Administration,,,FR1726564822
Workiva,Workiva Platform,Agency,SaaS,Yes,,,Department of Energy,,,FR1726564822
Workiva,Workiva Platform,Agency,SaaS,Yes,,,Department of Housing and Urban Development,,,FR1726564822
Workiva,Workiva Platform,Agency,SaaS,Yes,,,National Science Foundation,,,FR1726564822
Workiva,Workiva Platform,Agency,SaaS,Yes,,,Department of Health and Human Services,Administration for Children & Families,,FR1726564822
Workiva,Workiva Platform,Agency,SaaS,Yes,,,Farm Credit Administration,,,FR1726564822
Workiva,Workiva Platform,Agency,SaaS,Yes,,,Department of Agriculture,,,FR1726564822
Workiva,Workiva Platform,Agency,SaaS,Yes,,,Department of Justice,,,FR1726564822
Workiva,Workiva Platform,Agency,SaaS,Yes,,,Department of Health and Human Services,Health Resources and Services Administration,,FR1726564822
Workiva,Workiva Platform,Agency,SaaS,Yes,,,Administrative Office of United States Courts,,,FR1726564822
Xerox Corporation,Managed Print Services for US Government,JAB,SaaS,No,09/30/2020,09/10/2018,JAB Authorization,,"Coalfire Systems, Inc.",FR1730334049
Xerox Corporation,Managed Print Services for US Government,JAB,SaaS,Yes,,,Department of Homeland Security,United States Citizenship and Immigration Services,,FR1730334049
Xerox Corporation,Managed Print Services for US Government,JAB,SaaS,Yes,,,Federal Communications Commission,,,FR1730334049
"Xtec, Incorporated",AuthentX Cloud,Agency,SaaS,No,10/24/2022,08/02/2019,United States Agency for Global Media,,"Coalfire Systems, Inc.",FR1714261912
"Xtec, Incorporated",AuthentX Cloud,Agency,SaaS,Yes,,,National Science Foundation,,,FR1714261912
Yello Dba Recsolu Inc,Yello Government Recruiting Solution,Agency,SaaS,No,11/03/2021,04/11/2022,Department of State,,"Schellman Compliance, LLC",FR2113557839
Yello Dba Recsolu Inc,Yello Government Recruiting Solution,Agency,SaaS,Yes,,,National Labor Relations Board,,,FR2113557839
Zendesk,Zendesk Customer Support and Help Desk Platform,Agency,SaaS,No,06/10/2022,05/14/2020,General Services Administration,,"Schellman Compliance, LLC",FR1821856903
Zendesk,Zendesk Customer Support and Help Desk Platform,Agency,SaaS,Yes,,,Federal Communications Commission,,,FR1821856903
"ZibaSec, Inc.",PhishTACO,Agency,SaaS,No,01/28/2021,05/24/2021,Department of Justice,,"Fortreum, LLC",FR2009760876
Zimperium,Zimperium Mobile Endpoint Cyber Security,Agency,SaaS,No,11/23/2020,07/01/2019,Department of Homeland Security,,Kratos,FR1731347234
Zimperium,Zimperium Mobile Endpoint Cyber Security,Agency,SaaS,Yes,,,Consumer Financial Protection Bureau,,,FR1731347234
Zimperium,Zimperium Mobile Endpoint Cyber Security,Agency,SaaS,Yes,,,United States Agency for International Development,,,FR1731347234
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,No,02/13/2019,04/29/2019,Department of Homeland Security,,"Schellman Compliance, LLC",FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Agriculture,United States Forest Service,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Corporation for National & Community Service (CNCS),,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Other Executive Branch Agency,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,General Services Administration,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,National Capital Planning Commission,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of the Interior,Bureau of Safety and Environmental Enforcement,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Defense,Defense Counterintelligence and Security Agency,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Federal Housing Finance Agency,FHFA Office of the Inspector General,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Environmental Protection Agency,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Health and Human Services,Centers for Disease Control and Prevention,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Energy,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of the Treasury,Internal Revenue Service,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of the Treasury,Alcohol and Tobacco Tax and Trade Bureau,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Council of the Inspectors General on Integrity and Efficiency,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Health and Human Services,Food and Drug Administration,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,National Science Foundation,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Homeland Security,Federal Emergency Management Agency,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Labor,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,U.S. Election Assistance Commission,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Energy,National Nuclear Security Administration / Energy Efficiency and Renewable Energy,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of the Treasury,Office of the Comptroller of the Currency,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,National Mediation Board,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Federal Trade Commission,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Office of Personnel Management,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Commerce,National Institute of Standards and Technology,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Health and Human Services,Health Resources and Services Administration,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,National Aeronautics and Space Administration,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Federal Reserve System,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Education,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Commerce,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Commerce,United States Patent and Trademark Office,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of State,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Energy,Office of Science / Argonne Site Office,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Commerce,National Telecommunications and Information Administration,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Defense,United States Marine Corps,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,United States Agency for International Development,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Agriculture,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Justice,DOJ Office of the Inspector General,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Housing and Urban Development,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government - JAB,JAB,SaaS,No,,,JAB Authorization,,"Schellman Compliance, LLC",FR1825941347A
"Zscaler, Inc.",Zscaler Internet Access – Government (Secure Web Gateway – vTIC),Agency,SaaS,No,11/19/2018,12/14/2018,Federal Communications Commission,,"Schellman Compliance, LLC",FR1720454205
"Zscaler, Inc.",Zscaler Internet Access – Government (Secure Web Gateway – vTIC),Agency,SaaS,Yes,,,Federal Trade Commission,,,FR1720454205
"Zscaler, Inc.",Zscaler Internet Access – Government (Secure Web Gateway – vTIC),Agency,SaaS,Yes,,,Department of State,State Office of the Inspector General,,FR1720454205
"Zscaler, Inc.",Zscaler Internet Access – Government (Secure Web Gateway – vTIC),Agency,SaaS,Yes,,,Department of Health and Human Services,Centers for Disease Control and Prevention,,FR1720454205
"Zscaler, Inc.",Zscaler Internet Access – Government (Secure Web Gateway – vTIC),Agency,SaaS,Yes,,,Department of Education,,,FR1720454205
"Zscaler, Inc.",Zscaler Internet Access – Government (Secure Web Gateway – vTIC),Agency,SaaS,Yes,,,National Mediation Board,,,FR1720454205
"Zscaler, Inc.",Zscaler Internet Access – Government (Secure Web Gateway – vTIC),Agency,SaaS,Yes,,,Department of the Treasury,Alcohol and Tobacco Tax and Trade Bureau,,FR1720454205
"Zscaler, Inc.",Zscaler Internet Access – Government (Secure Web Gateway – vTIC),Agency,SaaS,Yes,,,American Battle Monuments Commission,,,FR1720454205
"Zscaler, Inc.",Zscaler Internet Access – Government (Secure Web Gateway – vTIC),Agency,SaaS,Yes,,,Department of Energy,Western Area Power Administration,,FR1720454205
"Zscaler, Inc.",Zscaler Internet Access – Government (Secure Web Gateway – vTIC) - High,JAB,SaaS,No,06/23/2022,07/02/2022,JAB Authorization,,"Schellman Compliance, LLC",FR2227062482
"Zscaler, Inc.",Zscaler Internet Access – Government (Secure Web Gateway – vTIC) - High,JAB,SaaS,Yes,,,Department of Energy,Southwestern Power Administration,,FR2227062482
"Zscaler, Inc.",Zscaler Private Access – Government (Zero Trust Exchange – VPN Replacement),Agency,SaaS,No,06/06/2022,11/07/2022,Federal Communications Commission,,"Schellman Compliance, LLC",FR2219763604
"Zscaler, Inc.",Zscaler Private Access – Government (Zero Trust Exchange – VPN Replacement),Agency,SaaS,Yes,,,Department of Energy,Southwestern Power Administration,,FR2219763604
"Zscaler, Inc.",Zscaler Private Access – Government (Zero Trust Networking – VPN Replacement),JAB,SaaS,No,04/21/2020,04/29/2020,JAB Authorization,,"Schellman Compliance, LLC",FR1719759604
